"lat","lon","location_type","formatted","Actual_Address"
42.0897065,-71.0314905,"premise","62 Ellis St, Brockton, MA 02301, USA","62 ELLIS ST, BROCKTON, MA"
42.0984135,-71.0202874,"premise","604 N Main St, Brockton, MA 02301, USA","604 N MAIN ST, BROCKTON, MA"
42.0387904,-70.9345415,"street_address","64 Kennelworth Dr, East Bridgewater, MA 02333, USA","64 KENNELWORTH AVE, BROCKTON, MA"
42.1107703,-70.9995729,"premise","111 Christopher Rd, Brockton, MA 02302, USA","111 CHRISTOPHER RD, BROCKTON, MA"
42.0710334,-71.0143007,"premise","22 Grove Ave, Brockton, MA 02302, USA","22 GROVE AVE, BROCKTON, MA"
42.1069289,-71.0011579,"premise","681 N Cary St, Brockton, MA 02302, USA","681 N CARY ST, BROCKTON, MA"
42.066459,-70.9990193,"intersection","Vega Ave & Wallace St, Brockton, MA 02302, USA","48 VEGA AVE, BROCKTON, MA @ 38 WALLACE ST, BROCKTON, MA"
42.0718282,-71.0357727,"premise","16 Trenton St, Brockton, MA 02301, USA","16 TRENTON ST, BROCKTON, MA"
42.0773652,-71.0160177,"street_address","78 Lawrence St, Brockton, MA 02302, USA","78 LAWRENCE ST, BROCKTON, MA"
42.0682432,-71.0699861,"premise","56 Tosca Dr, Brockton, MA 02301, USA","56 TOSCA DR, BROCKTON, MA"
42.0980691,-70.9982845,"street_address","474 E Ashland St, Brockton, MA 02302, USA","474 E ASHLAND ST, BROCKTON, MA"
42.0700929,-71.0084842,"premise","143 N Leyden St, Brockton, MA 02302, USA","143 N LEYDEN ST, BROCKTON, MA"
42.0884892,-71.0478833,"intersection","Pleasant St & Fern St, Brockton, MA 02301, USA","681 PLEASANT ST, BROCKTON, MA @ 55 FERN ST, BROCKTON, MA"
42.0894081,-71.0307232,"street_address","73 Prospect Terrace, Brockton, MA 02301, USA","73 PROSPECT TER, BROCKTON, MA"
42.0690017,-71.0155367,"street_address","821 Montello St, Brockton, MA 02301, USA","821 MONTELLO ST, BROCKTON, MA"
42.1114514,-71.0104561,"premise","65 Ardsley Cir, Brockton, MA 02302, USA","65 ARDSLEY CIR, BROCKTON, MA"
42.0878261,-71.0427518,"street_address","50 Lenox St, Brockton, MA 02301, USA","50 LENOX ST, BROCKTON, MA"
42.0932746,-71.0378917,"intersection","Belair St & Earle St, Brockton, MA 02301, USA","48 EARLE ST, BROCKTON, MA @ 124 BELAIR ST, BROCKTON, MA"
42.0797848,-71.0290333,"street_address","3 Kensington Pl, Brockton, MA 02301, USA","3 KENSINGTON PL, BROCKTON, MA"
42.1015448,-71.0019855,"premise","112 Upton St, Brockton, MA 02302, USA","112 UPTON ST, BROCKTON, MA"
42.0892095,-71.049627,"street_address","26 Bryant Ave, Brockton, MA 02301, USA","26 BRYANT AVE, BROCKTON, MA"
42.0517853,-71.0240864,"premise","90 Country Club Ln, Brockton, MA 02301, USA","90 COUNTRY CLUB LN, BROCKTON, MA"
42.0937896,-71.0201611,"premise","17 W Ashland St, Brockton, MA 02301, USA","17 W ASHLAND ST, BROCKTON, MA"
42.0665401,-71.0088438,"premise","17 Gannett St, Brockton, MA 02302, USA","17 GANNETT ST, BROCKTON, MA"
42.0618561,-71.026696,"premise","30 Wyoming Ave, Brockton, MA 02301, USA","30 WYOMING AVE, BROCKTON, MA"
42.0972369,-71.0372818,"premise","64 Rainbow Cir, Brockton, MA 02301, USA","64 RAINBOW CIR, BROCKTON, MA"
42.0937674,-71.0242156,"premise","105 W Ashland St, Brockton, MA 02301, USA","105 W ASHLAND ST, BROCKTON, MA"
42.0840492,-71.0172568,"intersection","MA-28 & MA-123 & Centre St, Brockton, MA 02301, USA","75 MONTELLO ST , BROCKTON, MA @ 74 CENTRE ST, BROCKTON, MA"
42.0685298,-71.0519096,"premise","3 Lorraine Ave, Brockton, MA 02301, USA","3 LORRAINE AVE, BROCKTON, MA"
42.0859368,-71.014549,"street_address","168 Court St, Brockton, MA 02302, USA","168 COURT ST, BROCKTON, MA"
42.0693145,-71.0023484,"route","Summer St, Brockton, MA 02302, USA","SUMMER ST, BROCKTON, MA"
42.0622442,-71.0293827,"premise","105 Woodard Ave, Brockton, MA 02301, USA","105 WOODARD AVE, BROCKTON, MA"
42.1015686,-71.0673826,"street_address","354 N Pearl St, Stoughton, MA 02072, USA","354 N PEARL ST, BROCKTON, MA"
42.0862046,-71.0263946,"premise","149 Spring St, Brockton, MA 02301, USA","149 SPRING ST, BROCKTON, MA"
42.0811204,-71.0338673,"street_address","339 W Elm St, Brockton, MA 02301, USA","339 W ELM ST, BROCKTON, MA"
42.0790831,-71.032145,"street_address","260 Belmont Ave, Brockton, MA 02301, USA","260 BELMONT AVE, BROCKTON, MA"
42.0959526,-70.9914885,"premise","97 Ruth Rd, Brockton, MA 02302, USA","97 RUTH RD, BROCKTON, MA"
42.086823,-71.0088115,"street_address","285 Court St, Brockton, MA 02302, USA","285 COURT ST, BROCKTON, MA"
42.0881472,-71.0396076,"premise","40 Malvern Rd, Brockton, MA 02301, USA","40 MALVERN RD, BROCKTON, MA"
42.0951919,-71.0293873,"street_address","191 Arthur Paquin Way, Brockton, MA 02301, USA","191 ARTHUR PAQUIN WAY, BROCKTON, MA"
42.089591,-71.064914,"premise","10 N Pearl St, Brockton, MA 02301, USA","10 N PEARL ST, BROCKTON, MA"
42.0621033,-71.0245519,"premise","200 W Chestnut St, Brockton, MA 02301, USA","200 W CHESTNUT ST, BROCKTON, MA"
42.0662152,-71.0073185,"premise","8 Pauline St, Brockton, MA 02302, USA","8 PAULINE ST, BROCKTON, MA"
42.0856452,-71.0417648,"street_address","107 Hawley St, Brockton, MA 02301, USA","107 HAWLEY ST, BROCKTON, MA"
42.1008654,-71.035503,"intersection","Oak St & Battles St, Brockton, MA 02301, USA","388 BATTLES ST, BROCKTON, MA @ 214 OAK ST, BROCKTON, MA"
42.103669,-71.0277024,"street_address","62 Oak St, Brockton, MA 02301, USA","62 OAK ST, BROCKTON, MA"
42.0977438,-71.0265306,"street_address","46 Battles Farm Dr, Brockton, MA 02301, USA","46 BATTLES FARM DR, BROCKTON, MA"
42.0833254,-70.9920507,"street_address","171 Brockton Ave, Brockton, MA 02302, USA","171 BROCKTON AVE, BROCKTON, MA"
42.0573493,-71.0594407,"route","Manley St, Brockton, MA 02301, USA","MANLEY ST, BROCKTON, MA"
42.0806365,-71.0665885,"street_address","44 Sunset Dr, Brockton, MA 02301, USA","44 SUNSET DR, BROCKTON, MA"
42.1006118,-71.0278151,"street_address","401 Battles Farm Dr, Brockton, MA 02301, USA","401 BATTLES FARM DR, BROCKTON, MA"
42.0960837,-71.0038291,"premise","46 Thomas St, Brockton, MA 02302, USA","46 THOMAS ST, BROCKTON, MA"
42.0735965,-71.0353156,"intersection","Moraine St & Avon St, Brockton, MA 02301, USA","499 MORAINE ST, BROCKTON, MA @ 20 AVON ST, BROCKTON, MA"
42.0675672,-71.0176491,"premise","52 Denton St, Brockton, MA 02301, USA","52 DENTON ST, BROCKTON, MA"
42.0884863,-71.0357171,"intersection","Ash St & N Ash St, Brockton, MA 02301, USA","PLEASANT ST, BROCKTON, MA @ ASH ST, BROCKTON, MA"
42.0763657,-71.0330318,"premise","41 Gifford St, Brockton, MA 02301, USA","41 GIFFORD ST, BROCKTON, MA"
42.099961,-71.0230242,"intersection","Vine St & Holbrook Ave, Brockton, MA 02301, USA","44 VINE ST, BROCKTON, MA @ 63 HOLBROOK AVE, BROCKTON, MA"
42.0634112,-71.0148007,"street_address","3 Perkins Ave, Brockton, MA 02301, USA","3 PERKINS AVE, BROCKTON, MA"
42.0608595,-71.0222822,"premise","20 Copeland St, Brockton, MA 02301, USA","20 COPELAND ST, BROCKTON, MA"
42.0761259,-71.054527,"premise","104 Braemoor Rd, Brockton, MA 02301, USA","104 BRAEMOOR RD, BROCKTON, MA"
42.1126978,-71.0076501,"premise","40 Aspen St, Brockton, MA 02302, USA","40 ASPEN ST, BROCKTON, MA"
42.0786102,-71.0279663,"premise","210 Belmont St, Brockton, MA 02301, USA","210 BELMONT ST, BROCKTON, MA"
42.0821706,-70.9970124,"street_address","87 Gladstone St, Brockton, MA 02302, USA","87 GLADSTONE ST, BROCKTON, MA"
42.0687593,-71.017334,"intersection","Main St & Grand St, Brockton, MA 02301, USA","1 GRAND ST, BROCKTON, MA @ 840 MAIN ST, BROCKTON, MA"
42.1015023,-71.0133325,"intersection","Ames St & Webster St, Brockton, MA 02302, USA","184 AMES ST, BROCKTON, MA @ 99 WEBSTER ST, BROCKTON, MA"
42.0820275,-71.0240126,"intersection","W Elm St & Goddard Rd, Brockton, MA 02301, USA","56 GODDARD RD, BROCKTON, MA @ 111 W ELM ST, BROCKTON, MA"
42.0977422,-71.0001007,"premise","435 E Ashland St, Brockton, MA 02302, USA","435 E ASHLAND ST, BROCKTON, MA"
42.1024771,-71.0591891,"street_address","403 Pine Grove Dr, Brockton, MA 02301, USA","403 PINE GROVE DR, BROCKTON, MA"
42.0718692,-71.0271407,"premise","181 Forest Ave, Brockton, MA 02301, USA","181 FOREST AVE, BROCKTON, MA"
42.0995381,-71.0404788,"street_address","20 Trudy Terrace, Brockton, MA 02301, USA","20 TRUDY TER, BROCKTON, MA"
42.0869624,-71.0197529,"street_address","60 N Main St, Brockton, MA 02301, USA","60 N MAIN ST, BROCKTON, MA"
42.0652489,-71.003944,"premise","65 Hillside Ave, Brockton, MA 02302, USA","65 HILLSIDE AVE, BROCKTON, MA"
42.067061,-71.0248089,"premise","170 Tribou St, Brockton, MA 02301, USA","170 TRIBOU ST, BROCKTON, MA"
42.1201463,-71.0046523,"premise","273 Lisa Dr, Brockton, MA 02302, USA","273 LISA DR, BROCKTON, MA"
42.0941887,-70.9857627,"premise","239 Bates Rd, Brockton, MA 02302, USA","239 BATES RD, BROCKTON, MA"
42.0964371,-71.0256923,"intersection","Richmond St & Cherry St, Brockton, MA 02301, USA","159 RICHMOND ST, BROCKTON, MA @ 138 CHERRY ST, BROCKTON, MA"
42.0972539,-71.0196146,"street_address","561 N Main St, Brockton, MA 02301, USA","561 N MAIN ST, BROCKTON, MA"
42.0703602,-71.019283,"street_address","11 Sheppard Ave, Brockton, MA 02301, USA","11 SHEPPARD AVE, BROCKTON, MA"
42.0602155,-71.0134348,"street_address","5 Montello St Ext, Brockton, MA 02301, USA","5 MONTELLO ST EXT, BROCKTON, MA"
42.0786602,-70.9943441,"route","Electric Ave, Brockton, MA 02302, USA","ELECTRIC AVE, BROCKTON, MA"
42.1022633,-71.0029086,"premise","23 Amark Rd, Brockton, MA 02302, USA","23 AMARK RD, BROCKTON, MA"
42.0774464,-71.0327745,"street_address","12 Gifford St, Brockton, MA 02301, USA","12 GIFFORD ST, BROCKTON, MA"
42.0738755,-71.032669,"route","Wellington St, Brockton, MA 02301, USA","WELLINGTON ST, BROCKTON, MA"
42.087341,-71.0478352,"premise","31 Fern St, Brockton, MA 02301, USA","31 FERN ST, BROCKTON, MA"
42.0639579,-71.0393371,"intersection","Larch St & Sudbury St, Brockton, MA 02301, USA","35 SUDBURY ST, BROCKTON, MA @ 18 LARCH ST, BROCKTON, MA"
42.1009824,-71.0211169,"premise","681 N Main St, Brockton, MA 02301, USA","681 N MAIN ST, BROCKTON, MA"
42.0865449,-71.0265167,"street_address","200 Pleasant St, Brockton, MA 02301, USA","200 PLEASANT ST, BROCKTON, MA"
42.0987383,-71.0352255,"premise","352 Battles St, Brockton, MA 02301, USA","352 BATTLES ST, BROCKTON, MA"
42.0770648,-71.0270601,"street_address","36 Howard Square, Brockton, MA 02301, USA","36 HOWARD SQ, BROCKTON, MA"
42.0646555,-71.0282531,"premise","184 Hillberg Ave, Brockton, MA 02301, USA","184 HILLBERG AVE, BROCKTON, MA"
42.0675337,-70.9948281,"premise","273 East St, Brockton, MA 02302, USA","273 EAST ST, BROCKTON, MA"
42.100158,-71.0395855,"premise","332 Belair St, Brockton, MA 02301, USA","332 BELAIR ST, BROCKTON, MA"
42.1203337,-71.010027,"street_address","15 Tina Ave, Brockton, MA 02302, USA","15 TINA AVE, BROCKTON, MA"
42.0855286,-71.0454972,"premise","96 West St, Brockton, MA 02301, USA","96 WEST ST, BROCKTON, MA"
42.1110169,-71.0297313,"premise","51 Waldo St, Brockton, MA 02301, USA","51 WALDO ST, BROCKTON, MA"
42.1055906,-70.9939776,"premise","119 Downey Rd, Brockton, MA 02302, USA","119 DOWNEY RD, BROCKTON, MA"
42.1145428,-71.0304994,"premise","77 Wilder St, Brockton, MA 02301, USA","77 WILDER ST, BROCKTON, MA"
42.0910258,-70.9997137,"premise","555 Court St, Brockton, MA 02302, USA","555 COURT ST, BROCKTON, MA"
42.1033638,-71.0114972,"street_address","108 Arthur St, Brockton, MA 02302, USA","108 ARTHUR ST, BROCKTON, MA"
42.0907108,-71.0080064,"premise","43 Boyden St, Brockton, MA 02302, USA","43 BOYDEN ST, BROCKTON, MA"
42.0700219,-71.0258616,"premise","52 Blaine St, Brockton, MA 02301, USA","52 BLAINE ST, BROCKTON, MA"
42.0906463,-70.9986627,"street_address","58 Kathleen Rd, Brockton, MA 02302, USA","58 KATHLEEN RD, BROCKTON, MA"
42.0697697,-71.0521377,"premise","84 Bigney Ave, Brockton, MA 02301, USA","84 BIGNEY AVE, BROCKTON, MA"
42.0627919,-71.0153401,"street_address","14 Market St, Brockton, MA 02301, USA","14 MARKET ST, BROCKTON, MA"
42.1035855,-70.9981277,"street_address","76 Alphonse Rd, Brockton, MA 02302, USA","76 ALPHONSE RD, BROCKTON, MA"
42.081537,-70.983158,"route","Rockwell Ave, Brockton, MA 02302, USA","ROCKWELL AVE, BROCKTON, MA"
42.0917256,-71.0247597,"street_address","4 Cherry St, Brockton, MA 02301, USA","4 CHERRY ST, BROCKTON, MA"
42.0859036,-71.0234988,"intersection","Pleasant St & N Warren Ave, Brockton, MA 02301, USA","124 PLEASANT ST, BROCKTON, MA @ 29 N WARREN  AVE, BROCKTON, MA"
42.0733936,-71.0352076,"premise","18 Avon St, Brockton, MA 02301, USA","18 AVON ST, BROCKTON, MA"
42.0670847,-71.0641899,"premise","19 Digby Ave, Brockton, MA 02301, USA","19 DIGBY AVE, BROCKTON, MA"
42.0894136,-71.0333316,"premise","48 Fairfield St, Brockton, MA 02301, USA","48 FAIRFIELD ST, BROCKTON, MA"
42.0691675,-71.0697188,"route","Westglow Rd, Brockton, MA 02301, USA","WESTGLOW RD, BROCKTON, MA"
42.0865937,-71.0105079,"route","N Manchester St, Brockton, MA 02302, USA","N MANCHESTER ST, BROCKTON, MA"
42.0890223,-70.9878882,"premise","200 Quincy St, Brockton, MA 02302, USA","200 QUINCY ST, BROCKTON, MA"
42.1144888,-71.0307379,"premise","71 Wilder St, Brockton, MA 02301, USA","71 WILDER ST, BROCKTON, MA"
42.0554658,-71.0125039,"street_address","1514 Main St, Brockton, MA 02301, USA","1514 MAIN ST, BROCKTON, MA"
42.0789944,-71.0432153,"premise","19 Morse Ave, Brockton, MA 02301, USA","19 MORSE AVE, BROCKTON, MA"
42.0884721,-71.0648651,"street_address","19 Pearl St, Brockton, MA 02301, USA","19 PEARL ST, BROCKTON, MA"
42.0900887,-71.0310053,"premise","71 Ellis St, Brockton, MA 02301, USA","71 ELLIS ST, BROCKTON, MA"
42.0635591,-71.0228016,"premise","96 Echo St, Brockton, MA 02301, USA","96 ECHO ST, BROCKTON, MA"
42.1134054,-71.023257,"street_address","265 Howard St, Brockton, MA 02302, USA","265 HOWARD ST, BROCKTON, MA"
42.0850201,-71.0029649,"premise","39 Mystic St, Brockton, MA 02302, USA","39 MYSTIC ST, BROCKTON, MA"
42.0769646,-71.0281588,"premise","49 Brook St, Brockton, MA 02301, USA","49 BROOK ST, BROCKTON, MA"
42.0937575,-71.0220462,"premise","51 W Ashland St, Brockton, MA 02301, USA","51 W ASHLAND ST, BROCKTON, MA"
42.10148,-71.0245101,"street_address","56 Holbrook Ave, Brockton, MA 02301, USA","56 HOLBROOK AVE, BROCKTON, MA"
42.0639532,-71.0355464,"street_address","111 Wentworth Ave, Brockton, MA 02301, USA","111 WENTWORTH AVE, BROCKTON, MA"
42.0652582,-71.0270583,"intersection","Longwood Ave & Hillberg Ave, Brockton, MA 02301, USA","66 LONGWOOD AVE, BROCKTON, MA @ 142 HILLBERG AVE, BROCKTON, MA"
42.1068076,-71.0303639,"premise","38 May Ave, Brockton, MA 02301, USA","38 MAY AVE, BROCKTON, MA"
42.0851555,-71.0338333,"premise","339 Spring St, Brockton, MA 02301, USA","339 SPRING ST, BROCKTON, MA"
42.0771905,-71.0129511,"street_address","144 Lawrence St, Brockton, MA 02302, USA","144 LAWRENCE ST, BROCKTON, MA"
42.0815526,-71.059348,"premise","135 Rockland Dr, Brockton, MA 02301, USA","135 ROCKLAND DR, BROCKTON, MA"
42.0791803,-70.9788159,"street_address","68 Alger St, Brockton, MA 02302, USA","68 ALGER ST, BROCKTON, MA"
42.051114,-71.0014202,"premise","47 Appleby St, Brockton, MA 02302, USA","47 APPLEBY ST, BROCKTON, MA"
42.0786509,-71.0209105,"street_address","19 Bartlett St, Brockton, MA 02301, USA","19 BARTLETT ST, BROCKTON, MA"
42.0981689,-71.0272118,"street_address","68 Battles Farm Dr, Brockton, MA 02301, USA","68 BATTLES FARM DR, BROCKTON, MA"
42.0683868,-71.0302094,"premise","77 Bouve Ave, Brockton, MA 02301, USA","77 BOUVE AVE, BROCKTON, MA"
42.0780504,-71.0279765,"premise","20 Brook St, Brockton, MA 02301, USA","20 BROOK ST, BROCKTON, MA"
42.090387,-71.0082942,"premise","50 Boyden St, Brockton, MA 02302, USA","50 BOYDEN ST, BROCKTON, MA"
42.0793342,-71.0301182,"premise","22 Hamilton St, Brockton, MA 02301, USA","22 HAMILTON ST, BROCKTON, MA"
42.0726958,-71.0173655,"premise","27 Packard St, Brockton, MA 02301, USA","27 PACKARD ST, BROCKTON, MA"
42.1085086,-71.0316757,"premise","27 Willow St, Brockton, MA 02301, USA","27 WILLOW ST, BROCKTON, MA"
42.0565855,-71.014475,"premise","28 Brookside Ave, Brockton, MA 02301, USA","28 BROOKSIDE AVE, BROCKTON, MA"
42.1038068,-71.0535545,"street_address","618 Chatham W Dr, Brockton, MA 02301, USA","618 CHATHAM WEST DR, BROCKTON, MA"
42.0944318,-70.9832936,"premise","87 Temi Rd, Brockton, MA 02302, USA","87 TEMI RD, BROCKTON, MA"
42.106937,-71.0244994,"premise","59 Howard St, Brockton, MA 02301, USA","59 HOWARD ST, BROCKTON, MA"
42.0609429,-71.0296141,"premise","258 Ettrick St, Brockton, MA 02301, USA","258 ETTRICK ST, BROCKTON, MA"
42.1033732,-70.9915063,"street_address","235 N Quincy St, Brockton, MA 02302, USA","235 N QUINCY ST, BROCKTON, MA"
42.0585802,-70.9951814,"premise","218 Sinclair Rd, Brockton, MA 02302, USA","218 SINCLAIR RD, BROCKTON, MA"
42.0855992,-71.0301244,"street_address","237 Spring St, Brockton, MA 02301, USA","237 SPRING ST, BROCKTON, MA"
42.0837314,-71.0037268,"premise","395 Centre St, Brockton, MA 02302, USA","395 CENTRE ST, BROCKTON, MA"
42.0921215,-71.0297889,"street_address","70 Prospect Terrace, Brockton, MA 02301, USA","70 PROSPECT TER, BROCKTON, MA"
42.0849484,-71.0390491,"premise","30 Sycamore St, Brockton, MA 02301, USA","30 SYCAMORE ST, BROCKTON, MA"
42.0650584,-71.0052197,"premise","160 Concord St, Brockton, MA 02302, USA","160 CONCORD ST, BROCKTON, MA"
42.0672265,-71.0264849,"premise","56 Linnea Ave, Brockton, MA 02301, USA","56 LINNEA AVE, BROCKTON, MA"
42.1004785,-70.9972588,"premise","127 Rosemary St, Brockton, MA 02302, USA","127 ROSEMARY ST, BROCKTON, MA"
42.0910688,-71.030423,"route","Prospect Terrace, Brockton, MA 02301, USA","PROSPECT TER, BROCKTON, MA"
42.0827833,-71.0404536,"street_address","70 N Bassett Rd, Brockton, MA 02301, USA","70 N BASSETT RD, BROCKTON, MA"
42.1116894,-71.0184475,"premise","105 Oscar Ave, Brockton, MA 02302, USA","105 OSCAR AVE, BROCKTON, MA"
42.1080948,-71.0290288,"premise","951 N Main St, Brockton, MA 02301, USA","951  N MAIN ST, BROCKTON, MA"
42.0563326,-71.0053699,"intersection","Plain St & Sargent's Way, Brockton, MA 02302, USA","126 PLAIN ST, BROCKTON, MA @  0 SARGENTS WAY, BROCKTON, MA"
42.0601394,-70.9943528,"premise","7 Burdett Rd, Brockton, MA 02302, USA","7 BURDETT RD, BROCKTON, MA"
42.1110812,-71.0006237,"premise","90 Christopher Rd, Brockton, MA 02302, USA","90 CHRISTOPHER RD, BROCKTON, MA"
42.1110677,-71.0184627,"premise","23 Whipple Ave, Brockton, MA 02302, USA","23 WHIPPLE AVE, BROCKTON, MA"
42.0968308,-71.0266717,"premise","11 Olive St, Brockton, MA 02301, USA","11 OLIVE ST, BROCKTON, MA"
42.0831039,-71.0205123,"premise","28 Frederick Douglass Ave, Brockton, MA 02301, USA","28 FREDERICK DOUGLAS AVE, BROCKTON, MA"
42.068161,-71.0152832,"street_address","873 Montello St, Brockton, MA 02301, USA","873 MONTELLO ST, BROCKTON, MA"
42.0972855,-70.999777,"premise","196 Bishop St, Brockton, MA 02302, USA","196 BISHOP ST, BROCKTON, MA"
42.054252,-71.066681,"street_address","1023 Pearl St, Brockton, MA 02301, USA","1023 PEARL ST, BROCKTON, MA"
42.1080152,-71.0355313,"street_address","12 Addison St, Brockton, MA 02301, USA","12 ADDISON ST, BROCKTON, MA"
42.0919737,-71.014308,"premise","35 Emmet St, Brockton, MA 02302, USA","35 EMMET ST, BROCKTON, MA"
42.0863166,-71.0177861,"street_address","28 N Montello St, Brockton, MA 02301, USA","28 N MONTELLO ST, BROCKTON, MA"
42.0856889,-70.9906278,"premise","15 Sterling Rd, Brockton, MA 02302, USA","15 STERLING RD, BROCKTON, MA"
42.0612792,-71.0445675,"street_address","30 Highfield Dr, Brockton, MA 02301, USA","30 HIGHFIELD DR, BROCKTON, MA"
42.0799591,-71.0201288,"intersection","Main St & Maple Ave, Brockton, MA 02301, USA","1 MAPLE AVE, BROCKTON, MA @ 270 MAIN ST, BROCKTON, MA"
42.0384954,-70.934177,"street_address","58 Kennelworth Dr, East Bridgewater, MA 02333, USA","58 KENNELWORTH AVE, BROCKTON, MA"
42.0784116,-71.0000432,"premise","57 Cabot St, Brockton, MA 02302, USA","57 CABOT ST, BROCKTON, MA"
42.0852163,-71.017424,"street_address","33 Montello St, Brockton, MA 02301, USA","33 MONTELLO ST, BROCKTON, MA"
42.0939726,-70.9934251,"intersection","Court St & Mildred Rd, Brockton, MA 02302, USA","728 COURT ST, BROCKTON, MA @  84 MILDRED RD, BROCKTON, MA"
42.061362,-70.9950803,"premise","48 Burdett Rd, Brockton, MA 02302, USA","48 BURDETT RD, BROCKTON, MA"
42.0996504,-71.0213505,"premise","13 Upland Rd, Brockton, MA 02301, USA","13 UPLAND RD, BROCKTON, MA"
42.0671297,-71.0200089,"premise","918 Warren Ave, Brockton, MA 02301, USA","918 WARREN AVE, BROCKTON, MA"
42.1091631,-71.007332,"premise","30 Keswick Rd, Brockton, MA 02302, USA","30 KESWICK RD, BROCKTON, MA"
42.1106882,-71.0174939,"street_address","30 Hovendon Ave, Brockton, MA 02302, USA","30 HOVENDON AVE, BROCKTON, MA"
42.066966,-71.068509,"intersection","Taft Ave & Yolanda Dr, Brockton, MA 02301, USA","1 YOLANDA DR, BROCKTON, MA @ 78 TAFT AVE, BROCKTON, MA"
42.0801843,-71.0047324,"intersection","Wendell Ave & Crescent Ave, Brockton, MA 02302, USA","386 CRESCENT ST, BROCKTON, MA @ 1  WENDELL AVE, BROCKTON, MA"
42.063863,-71.0014923,"street_address","536 Summer St, Brockton, MA 02302, USA","536 SUMMER ST, BROCKTON, MA"
42.0987614,-71.0086423,"street_address","336 N Cary St, Brockton, MA 02302, USA","336 N CARY ST, BROCKTON, MA"
42.0820859,-70.9985809,"street_address","78 Hill St, Brockton, MA 02302, USA","78 HILL ST, BROCKTON, MA"
42.0615617,-71.046144,"street_address","204 Linwood St, Brockton, MA 02301, USA","204 LINWOOD ST, BROCKTON, MA"
42.0929226,-71.0257865,"street_address","351 N Warren Ave, Brockton, MA 02301, USA","351 N WARREN AVE, BROCKTON, MA"
42.0974949,-70.9910384,"premise","73 Gerald Ave, Brockton, MA 02302, USA","73 GERALD AVE, BROCKTON, MA"
42.0733375,-71.0213878,"intersection","Warren Ave & Central Square, Brockton, MA 02301, USA","610 WARREN AVE, BROCKTON, MA @ 23 CENTRAL SQ, BROCKTON, MA"
42.0670952,-70.9953672,"premise","132 Edson St, Brockton, MA 02302, USA","132 EDSON ST, BROCKTON, MA"
42.1093492,-70.9980752,"intersection","N Quincy St & Loring St, Brockton, MA 02302, USA","519 N QUINCY ST, BROCKTON, MA @ 59 LORING ST, BROCKTON, MA"
42.0527919,-71.0127271,"premise","23 Sylvia Ave, Brockton, MA 02301, USA","23 SYLVIA AVE, BROCKTON, MA"
42.095354,-70.987337,"intersection","Errol Rd & Debbie Rd, Brockton, MA 02302, USA","50 ERROL RD, BROCKTON, MA @ 18 DEBBIE RD, BROCKTON, MA"
42.0673679,-70.99423,"street_address","300 East St, Brockton, MA 02302, USA","300 EAST ST, BROCKTON, MA"
42.0859066,-71.0118245,"street_address","11 Hunt St, Brockton, MA 02302, USA","11 HUNT ST, BROCKTON, MA"
42.083075,-70.9868141,"street_address","368 Quincy St, Brockton, MA 02302, USA","368 QUINCY ST, BROCKTON, MA"
42.0680359,-71.0217296,"street_address","101 Tribou St, Brockton, MA 02301, USA","101 TRIBOU ST, BROCKTON, MA"
42.0671618,-71.0212095,"intersection","Nilsson St & French Ave, Brockton, MA 02301, USA","26 FRENCH  AVE, BROCKTON, MA @ 98 NILSSON ST, BROCKTON, MA"
42.0667233,-71.050418,"premise","25 Linwood St, Brockton, MA 02301, USA","25 LINWOOD ST, BROCKTON, MA"
42.0973336,-71.0383411,"premise","247 Belair St, Brockton, MA 02301, USA","247 BELAIR ST, BROCKTON, MA"
42.0908172,-71.0266737,"premise","58 Milton St, Brockton, MA 02301, USA","58 MILTON ST, BROCKTON, MA"
42.0844841,-70.9990831,"street_address","10 Hill St, Brockton, MA 02302, USA","10 HILL ST, BROCKTON, MA"
42.0970347,-70.9914502,"premise","60 Gerald Ave, Brockton, MA 02302, USA","60 GERALD AVE, BROCKTON, MA"
42.070292,-71.0358818,"premise","377 Forest Ave, Brockton, MA 02301, USA","377 FOREST AVE, BROCKTON, MA"
42.0564713,-71.0232187,"premise","15 Noyes Ave, Brockton, MA 02301, USA","15 NOYES AVE, BROCKTON, MA"
42.1012601,-71.0369909,"premise","287 Oak St, Brockton, MA 02301, USA","287 OAK ST, BROCKTON, MA"
NA,NA,NA,NA,"[RAN] ROY CROFT DR, BROCKTON, MA"
42.0758298,-71.0121311,"intersection","Shealey Ave & Della Ave, Brockton, MA 02302, USA","99 SHEALEY AVE, BROCKTON, MA @ 214 GROVE ST, BROCKTON, MA"
42.0560026,-71.0434782,"route","Overton St, Brockton, MA 02301, USA","OVERTON ST, BROCKTON, MA"
42.1034439,-71.0531248,"street_address","462 Chatham W Dr, Brockton, MA 02301, USA","462 CHATHAM WEST DR, BROCKTON, MA"
42.1024076,-71.059171,"street_address","411 Pine Grove Dr, Brockton, MA 02301, USA","411 PINE GROVE DR, BROCKTON, MA"
42.104714,-71.0236888,"street_address","21 Field St, Brockton, MA 02301, USA","21 FIELD ST, BROCKTON, MA"
42.0739986,-71.0322367,"premise","23 Wellington St, Brockton, MA 02301, USA","23 WELLINGTON ST, BROCKTON, MA"
42.0661075,-71.020775,"street_address","58 French Ave, Brockton, MA 02301, USA","58 FRENCH AVE, BROCKTON, MA"
