"lat","lon","location_type","formatted","Actual_Address"
42.0646285,-71.0258348,"premise","112 Carroll Ave, Brockton, MA 02301, USA","112 CARROLL AVE, BROCKTON, MA"
42.0974445,-71.0249388,"intersection","Battles St & Porter St, Brockton, MA 02301, USA","111 BATTLES ST, BROCKTON, MA @ 10 PORTER ST, BROCKTON, MA"
42.056923,-71.0314007,"premise","422 W Chestnut St, Brockton, MA 02301, USA","422 W CHESTNUT ST, BROCKTON, MA"
42.0760303,-71.0431257,"street_address","376 West St, Brockton, MA 02301, USA","376 WEST ST, BROCKTON, MA"
42.057335,-70.9901392,"premise","600 East St, Brockton, MA 02302, USA","600 EAST ST, BROCKTON, MA"
42.104522,-70.998105,"intersection","Alphonse Rd & Dixon Rd, Brockton, MA 02302, USA","108 ALPHONSE RD, BROCKTON, MA @ 76 DIXON RD, BROCKTON, MA"
42.081881,-71.0129463,"street_address","43 Stillman Ave, Brockton, MA 02302, USA","43 STILLMAN AVE, BROCKTON, MA"
42.0926772,-70.9834012,"street_address","154 Bates Rd, Brockton, MA 02302, USA","154 BATES RD, BROCKTON, MA"
42.0857339,-71.0172924,"intersection","Montello St & Court St, Brockton, MA 02301, USA","78 COURT ST, BROCKTON, MA @ 2 MONTELLO ST, BROCKTON, MA"
42.0775597,-71.0204799,"street_address","13 Park St, Brockton, MA 02301, USA","13 PARK ST, BROCKTON, MA"
42.0812707,-70.9769927,"street_address","1036 Crescent St, Brockton, MA 02302, USA","1036 CRESCENT ST, BROCKTON, MA"
42.082278,-71.0129572,"establishment","53 Plymouth St, Brockton, MA 02302, USA","STILLMAN AVE, BROCKTON, MA @ CRESCENT ST, BROCKTON, MA"
42.1093937,-71.0311606,"intersection","N Main St & Locust St, Brockton, MA 02301, USA","21 LOCUST ST, BROCKTON, MA @ 1015 N MAIN ST, BROCKTON, MA"
42.0896138,-71.0499885,"street_address","701 Pleasant St, Brockton, MA 02301, USA","701 PLEASANT ST, BROCKTON, MA"
42.0474705,-71.016602,"premise","37 Susan Rd, Brockton, MA 02301, USA","37 SUSAN RD, BROCKTON, MA"
42.0799233,-71.0174376,"street_address","285 Montello St, Brockton, MA 02301, USA","285 MONTELLO ST, BROCKTON, MA"
42.0898293,-71.024712,"premise","199 N Warren Ave, Brockton, MA 02301, USA","199 N WARREN AVE, BROCKTON, MA"
42.1191403,-71.0053068,"route","Jon Dr, Brockton, MA 02302, USA","JON DR, BROCKTON, MA"
42.0710343,-71.0317745,"premise","285 Forest Ave, Brockton, MA 02301, USA","285 FOREST AVE, BROCKTON, MA"
42.0710605,-71.0316225,"premise","283 Forest Ave, Brockton, MA 02301, USA","283 FOREST AVE, BROCKTON, MA"
42.0850307,-71.039814,"intersection","Sycamore St & N Doris Ave, Brockton, MA 02301, USA","41 N DORIS AVE, BROCKTON, MA @ 84 SYCAMORE ST, BROCKTON, MA"
42.1037198,-71.0226584,"route","Emerson Ave, Brockton, MA 02301, USA","EMERSON AVE, BROCKTON, MA"
42.0694446,-71.0192338,"premise","34 Sheppard St, Brockton, MA 02301, USA","34 SHEPPARD ST, BROCKTON, MA"
42.0697457,-71.0484281,"street_address","739 Belmont St, Brockton, MA 02301, USA","739 BELMONT ST, BROCKTON, MA"
42.0776575,-71.0270266,"premise","154 Bartlett St, Brockton, MA 02301, USA","154 BARTLETT ST, BROCKTON, MA"
42.0943811,-71.0228878,"route","Ford St, Brockton, MA 02301, USA","FORD ST, BROCKTON, MA"
42.0693412,-71.0271091,"street_address","137 Myrtle St, Brockton, MA 02301, USA","137 MYRTLE ST, BROCKTON, MA"
42.0892849,-71.030775,"route","Prospect Ave, Brockton, MA 02301, USA","PROSPECT AVE, BROCKTON, MA"
42.0986467,-71.0024748,"street_address","28 Dickinson Rd, Brockton, MA 02302, USA","28 DICKINSON RD, BROCKTON, MA"
42.0866779,-71.0363364,"street_address","51 Ash St, Brockton, MA 02301, USA","51 ASH ST, BROCKTON, MA"
42.0823457,-71.0354723,"street_address","179 Ash St, Brockton, MA 02301, USA","179 ASH  ST, BROCKTON, MA"
42.0911569,-71.0351488,"street_address","75 N Ash St, Brockton, MA 02301, USA","75 N ASH ST, BROCKTON, MA"
NA,NA,NA,NA,"311 BATTLES FARM DR, BROCKTON, MA"
42.0825715,-71.012793,"street_address","59 Plymouth St, Brockton, MA 02302, USA","59 PLYMOUTH ST, BROCKTON, MA"
42.068512,-71.0171139,"street_address","860 Main St, Brockton, MA 02301, USA","860 MAIN ST, BROCKTON, MA"
42.0677797,-71.0222699,"intersection","1st St & Stevens Ave, Brockton, MA 02301, USA","15 STEVENS AVE, BROCKTON, MA @ 116 TRIBOU ST, BROCKTON, MA"
42.072932,-71.0166988,"intersection","Montello St & Packard St, Brockton, MA 02301, USA","47 PACKARD ST, BROCKTON, MA @ 612 MONTELLO ST, BROCKTON, MA"
42.0775543,-71.014403,"premise","32 Skinner St, Brockton, MA 02302, USA","32 SKINNER ST, BROCKTON, MA"
42.078717,-71.015626,"intersection","Perkins St & Middle St, Brockton, MA 02302, USA","19 MIDDLE ST, BROCKTON, MA @ 65 PERKINS ST, BROCKTON, MA"
42.0845042,-71.0239071,"street_address","140 Green St, Brockton, MA 02301, USA","140 GREEN ST, BROCKTON, MA"
42.0790051,-71.0138394,"premise","46 Otis St, Brockton, MA 02302, USA","46 OTIS ST, BROCKTON, MA"
42.0481831,-71.0107692,"street_address","1857 Main St, Brockton, MA 02301, USA","1857 MAIN ST, BROCKTON, MA"
42.071786,-71.0175473,"premise","27 Owens Ave, Brockton, MA 02301, USA","27 OWENS AVE, BROCKTON, MA"
42.091893,-71.0758032,"intersection","Vinedale Rd & Messina Dr, Brockton, MA 02301, USA","MESSINA DR, BROCKTON, MA @ VINEDALE RD, BROCKTON, MA"
42.0750882,-71.0291663,"street_address","210 Winthrop St, Brockton, MA 02301, USA","210 WINTHROP ST, BROCKTON, MA"
42.0912272,-71.0142866,"premise","13 Emmet St, Brockton, MA 02302, USA","13 EMMET ST, BROCKTON, MA"
42.0757524,-71.0289939,"street_address","10 Connecticut Pl, Brockton, MA 02301, USA","10 CONNECTICUT PL, BROCKTON, MA"
42.0682247,-71.0375171,"route","Melville Ct, Brockton, MA 02301, USA","MELVILLE CT, BROCKTON, MA"
42.0626555,-71.0159315,"street_address","22 Market St, Brockton, MA 02301, USA","22 MARKET ST, BROCKTON, MA"
42.0870921,-71.0291108,"intersection","Pleasant St & Nye Ave, Brockton, MA 02301, USA","260 PLEASANT ST, BROCKTON, MA @ 13 NYE AVE, BROCKTON, MA"
42.0748731,-71.0300047,"premise","97 Grafton St, Brockton, MA 02301, USA","97 GRAFTON ST, BROCKTON, MA"
42.089263,-71.0206892,"premise","29 Wyman St, Brockton, MA 02301, USA","29 WYMAN ST, BROCKTON, MA"
42.0974805,-71.0189525,"route","E Main St, Brockton, MA 02301, USA","E MAIN ST, BROCKTON, MA"
42.0787244,-71.0058555,"street_address","14 Addison Ave, Brockton, MA 02302, USA","14 ADDISON AVE, BROCKTON, MA"
42.079581,-70.9984432,"route","Leonard St, Brockton, MA 02302, USA","LEONARD ST, BROCKTON, MA"
42.080808,-71.0033932,"intersection","Martin St & Moulton St, Brockton, MA 02302, USA","64 MARTIN ST, BROCKTON, MA @ 31 MOULTON ST, BROCKTON, MA"
42.0561756,-71.0442617,"premise","56 Longview Rd, Brockton, MA 02301, USA","56 LONGVIEW RD, BROCKTON, MA"
42.0915281,-71.0228501,"street_address","69 Appleton St, Brockton, MA 02301, USA","69 APPLETON ST, BROCKTON, MA"
42.0785919,-71.0020053,"street_address","47 Taylor Ave, Brockton, MA 02302, USA","47 TAYLOR AVE, BROCKTON, MA"
42.1133733,-71.0118371,"intersection","Hovendon Ave & Farnham St, Brockton, MA 02302, USA","159 HOVENDON AVE, BROCKTON, MA @ 55 FARNHAM ST, BROCKTON, MA"
42.077571,-71.017339,"premise","399 Montello St, Brockton, MA 02301, USA","399 MONTELLO ST, BROCKTON, MA"
42.0667288,-71.0145995,"premise","940 Montello St, Brockton, MA 02301, USA","940 MONTELLO ST, BROCKTON, MA"
42.1052034,-70.9928559,"street_address","302 N Quincy St, Brockton, MA 02302, USA","302 N QUINCY ST, BROCKTON, MA"
42.0645233,-70.9880478,"street_address","300 Southfield Dr, Brockton, MA 02302, USA","300 SOUTHFIELD DR, BROCKTON, MA"
42.0820685,-71.0415537,"street_address","29 Nancy Ln, Brockton, MA 02301, USA","29 NANCY LN, BROCKTON, MA"
42.0925773,-71.0240778,"premise","2 Huntington Pl, Brockton, MA 02301, USA","2 HUNTINGTON PL, BROCKTON, MA"
42.0617777,-71.0340279,"premise","183 Wentworth Ave, Brockton, MA 02301, USA","183 WENTWORTH AVE, BROCKTON, MA"
42.0557576,-71.0396749,"premise","610 W Chestnut St, Brockton, MA 02301, USA","610 W CHESTNUT ST, BROCKTON, MA"
42.088438,-71.0606953,"street_address","995 Pleasant St, Brockton, MA 02301, USA","995 PLEASANT ST, BROCKTON, MA"
42.1076649,-71.0127613,"street_address","272 Field St, Brockton, MA 02302, USA","272 FIELD ST, BROCKTON, MA"
42.087863,-71.0355115,"street_address","45 Silver Rd, Brockton, MA 02301, USA","45 SILVER RD, BROCKTON, MA"
42.0900545,-71.0592011,"street_address","48 Westland St, Brockton, MA 02301, USA","48 WESTLAND ST, BROCKTON, MA"
42.1077083,-71.0270553,"premise","28 Clarence St, Brockton, MA 02301, USA","28 CLARENCE ST, BROCKTON, MA"
42.1009529,-71.0056761,"street_address","54 Granite St, Brockton, MA 02302, USA","54 GRANITE ST, BROCKTON, MA"
42.0975252,-71.0199136,"premise","578 N Main St, Brockton, MA 02301, USA","578 N MAIN ST, BROCKTON, MA"
42.0783592,-71.0266395,"premise","21 Newton St, Brockton, MA 02301, USA","21 NEWTON ST, BROCKTON, MA"
42.0964906,-70.9902783,"street_address","32 N Quincy St, Brockton, MA 02302, USA","32 N QUINCY ST, BROCKTON, MA"
42.0985502,-71.0243947,"premise","88 Upland Rd, Brockton, MA 02301, USA","88 UPLAND RD, BROCKTON, MA"
42.0946806,-70.9798197,"street_address","1056 Court St, Brockton, MA 02302, USA","1056 COURT ST, BROCKTON, MA"
42.0816819,-71.0679373,"premise","99 Sunset Dr, Brockton, MA 02301, USA","99 SUNSET DR, BROCKTON, MA"
42.0731333,-71.0203652,"premise","35 Central Square, Brockton, MA 02301, USA","35 CENTRAL SQ, BROCKTON, MA"
42.0715171,-71.0064978,"premise","74 Parker Ave, Brockton, MA 02302, USA","74 PARKER AVE, BROCKTON, MA"
42.0775019,-71.0343717,"street_address","360 Belmont St, Brockton, MA 02301, USA","360 BELMONT ST, BROCKTON, MA"
42.0699827,-71.0177872,"intersection","Main St & Sheppard St, Brockton, MA 02301, USA","1 SHEPPARD ST, BROCKTON, MA @ 764 MAIN ST, BROCKTON, MA"
42.0928968,-71.0239586,"street_address","99 Huntington St, Brockton, MA 02301, USA","99 HUNTINGTON ST, BROCKTON, MA"
42.092899,-71.0238411,"intersection","Huntington St & Huntington Pl, Brockton, MA 02301, USA","21 HUNTINGTON PL, BROCKTON, MA @ 98 HUNTINGTON ST, BROCKTON, MA"
42.0638364,-71.0186756,"premise","65 W Chestnut St, Brockton, MA 02301, USA","65 W CHESTNUT ST, BROCKTON, MA"
42.0634922,-71.0187388,"premise","68 W Chestnut St, Brockton, MA 02301, USA","68 W CHESTNUT ST, BROCKTON, MA"
42.0666247,-71.0267302,"intersection","Tribou St & Kelloch Ave, Brockton, MA 02301, USA","18 KELLOCH AVE, BROCKTON, MA @ 213 TRIBOU ST, BROCKTON, MA"
42.0817162,-71.012872,"street_address","35 Plymouth St, Brockton, MA 02302, USA","35 PLYMOUTH ST, BROCKTON, MA"
42.0686177,-71.0370132,"premise","42 Gordon St, Brockton, MA 02301, USA","42 GORDON ST, BROCKTON, MA"
42.0755824,-71.0241805,"premise","101 Harvard St, Brockton, MA 02301, USA","101 HARVARD ST, BROCKTON, MA"
42.0997196,-71.036622,"street_address","62 Oak Ridge Dr E, Brockton, MA 02301, USA","62 OAK RIDGE       (EAST) DR, BROCKTON, MA"
42.0796776,-71.0358672,"premise","145 Boylston St, Brockton, MA 02301, USA","145 BOYLSTON ST, BROCKTON, MA"
42.1025937,-70.9914287,"street_address","213 N Quincy St, Brockton, MA 02302, USA","213 N QUINCY ST, BROCKTON, MA"
42.1047901,-71.0244799,"premise","12 Field St, Brockton, MA 02301, USA","12 FIELD ST, BROCKTON, MA"
42.0712924,-71.044658,"street_address","644 Belmont St, Brockton, MA 02301, USA","644 BELMONT ST, BROCKTON, MA"
42.0803251,-70.9947762,"premise","619 Crescent St, Brockton, MA 02302, USA","619 CRESCENT ST, BROCKTON, MA"
42.1083935,-71.0369613,"premise","123 Manners Ave, Brockton, MA 02301, USA","123 MANNERS AVE, BROCKTON, MA"
42.1113852,-71.0367826,"street_address","31 Nash Ave, Brockton, MA 02301, USA","31 NASH AVE, BROCKTON, MA"
42.0908459,-71.020393,"street_address","21 Waverly St, Brockton, MA 02301, USA","21 WAVERLY ST, BROCKTON, MA"
42.0841166,-71.0077535,"street_address","306 Centre St, Brockton, MA 02302, USA","306 CENTRE ST, BROCKTON, MA"
42.1018336,-71.0326341,"street_address","186 Oak St, Brockton, MA 02301, USA","186 OAK ST, BROCKTON, MA"
42.076728,-71.0210276,"premise","29 Winthrop St, Brockton, MA 02301, USA","29 WINTHROP ST, BROCKTON, MA"
42.0745432,-71.023455,"premise","90 Dover St, Brockton, MA 02301, USA","90 DOVER ST, BROCKTON, MA"
42.0842329,-71.0475339,"route","West Ave, Brockton, MA 02301, USA","WEST AVE, BROCKTON, MA"
42.1107736,-71.033456,"premise","22 Woodland Ave, Brockton, MA 02301, USA","22 WOODLAND AVE, BROCKTON, MA"
42.0887966,-71.0334056,"route","Greenfield St, Brockton, MA 02301, USA","GREENFIELD ST, BROCKTON, MA"
42.108903,-71.0277744,"street_address","22 Clifford Ave, Brockton, MA 02301, USA","22 CLIFFORD AVE, BROCKTON, MA"
42.0913794,-71.0202254,"street_address","20 Prospect St, Brockton, MA 02301, USA","20 PROSPECT ST, BROCKTON, MA"
42.0945468,-71.0368716,"route","Thompson Ave, Brockton, MA 02301, USA","THOMPSON AVE, BROCKTON, MA"
42.0860413,-71.0327269,"route","Poplar Rd, Brockton, MA 02301, USA","POPLAR RD, BROCKTON, MA"
42.0942407,-71.0212848,"premise","40 Ford St, Brockton, MA 02301, USA","40 FORD ST, BROCKTON, MA"
42.0962979,-71.0247935,"street_address","68 Richmond St, Brockton, MA 02301, USA","68 RICHMOND ST, BROCKTON, MA"
42.0903341,-71.0085513,"premise","91 Parker St, Brockton, MA 02302, USA","91 PARKER ST, BROCKTON, MA"
42.0901619,-71.0371603,"street_address","400 Prospect St, Brockton, MA 02301, USA","400 PROSPECT ST, BROCKTON, MA"
42.1012044,-71.0537466,"premise","650 Oak St, Brockton, MA 02301, USA","650 OAK ST, BROCKTON, MA"
42.0849081,-71.0408946,"intersection","Sycamore St & N Bassett Rd, Brockton, MA 02301, USA","71 N BASSETT RD, BROCKTON, MA @ 115 SYCAMORE ST, BROCKTON, MA"
42.081837,-71.0690247,"premise","49 Margery Rd, Brockton, MA 02301, USA","49 MARGERY RD, BROCKTON, MA"
42.102139,-71.0557938,"establishment","685 Oak St, Brockton, MA 02301, USA","25 MADRID SQ, BROCKTON, MA"
42.0666875,-71.0241959,"intersection","Nilsson St & Echo St, Brockton, MA 02301, USA","170 NILSSON ST, BROCKTON, MA @ 9 ECHO ST, BROCKTON, MA"
42.0829681,-71.00276,"street_address","4 Henry St, Brockton, MA 02302, USA","4 HENRY ST, BROCKTON, MA"
42.0947968,-71.0548234,"street_address","486 Westgate Dr, Brockton, MA 02301, USA","486 WESTGATE DR, BROCKTON, MA"
42.0982132,-71.0293757,"route","79-31 Battles Farm Dr, Brockton, MA 02301, USA","31 BATTLES FARM DR, BROCKTON, MA"
42.0675693,-71.0672134,"premise","45 Taft Ave, Brockton, MA 02301, USA","45 TAFT AVE, BROCKTON, MA"
42.0863995,-71.02691,"street_address","208 Pleasant St, Brockton, MA 02301, USA","208 PLEASANT ST, BROCKTON, MA"
42.080743,-71.0149588,"street_address","163 Crescent St, Brockton, MA 02302, USA","163 CRESCENT ST, BROCKTON, MA"
42.0604002,-71.0248008,"premise","222 Market St, Brockton, MA 02301, USA","222 MARKET ST, BROCKTON, MA"
42.0796912,-71.0207384,"route","Wales Ave, Brockton, MA 02301, USA","WALES AVE, BROCKTON, MA"
42.0719382,-71.0645793,"premise","504 Pearl St, Brockton, MA 02301, USA","504 PEARL ST, BROCKTON, MA"
42.0870875,-71.0078376,"premise","310 Court St, Brockton, MA 02302, USA","310 COURT ST, BROCKTON, MA"
42.1101865,-70.9974761,"street_address","15 Pratt St, Brockton, MA 02302, USA","15 PRATT ST, BROCKTON, MA"
42.0671305,-71.0243966,"premise","160 Tribou St, Brockton, MA 02301, USA","160 TRIBOU ST, BROCKTON, MA"
42.0805365,-70.9978257,"premise","540 Crescent St, Brockton, MA 02302, USA","540 CRESCENT ST, BROCKTON, MA"
42.0774633,-71.0130586,"premise","97 Otis St, Brockton, MA 02302, USA","97 OTIS ST, BROCKTON, MA"
42.0780598,-71.0148361,"premise","19 Skinner St, Brockton, MA 02302, USA","19 SKINNER ST, BROCKTON, MA"
42.0948188,-71.0132403,"street_address","136 E Ashland St, Brockton, MA 02302, USA","136 E ASHLAND ST, BROCKTON, MA"
42.0859036,-71.0234988,"intersection","Pleasant St & N Warren Ave, Brockton, MA 02301, USA","126 PLEASANT ST, BROCKTON, MA @ 2 N WARREN AVE, BROCKTON, MA"
42.0857587,-71.0074935,"premise","28 Standish St, Brockton, MA 02302, USA","28 STANDISH ST, BROCKTON, MA"
42.08639,-71.0266566,"premise","202 Pleasant St, Brockton, MA 02301, USA","202 PLEASANT ST, BROCKTON, MA"
42.109347,-71.027067,"intersection","Newton Ave & Lorrie Ave, Brockton, MA 02301, USA","30 NEWTON AVE, BROCKTON, MA @ 37 LORRIE AVE, BROCKTON, MA"
42.0653958,-71.0260344,"premise","132 Hillberg Ave, Brockton, MA 02301, USA","132 HILLBERG AVE, BROCKTON, MA"
42.0960051,-71.0235693,"premise","89 Division St, Brockton, MA 02301, USA","89 DIVISION ST, BROCKTON, MA"
42.096796,-71.0227727,"intersection","Richmond St & Fairmount Ave, Brockton, MA 02301, USA","32 RICHMOND ST, BROCKTON, MA @ 66 FAIRMOUNT AVE, BROCKTON, MA"
42.0995943,-71.0053323,"premise","10 Granite St, Brockton, MA 02302, USA","10 GRANITE ST, BROCKTON, MA"
42.0907887,-71.0195994,"street_address","254 N Main St, Brockton, MA 02301, USA","254 N MAIN ST, BROCKTON, MA"
42.0873375,-71.0341704,"street_address","15 Silver Rd, Brockton, MA 02301, USA","15 SILVER RD, BROCKTON, MA"
42.0822786,-71.0267526,"premise","127 Newbury St, Brockton, MA 02301, USA","127 NEWBURY ST, BROCKTON, MA"
42.0799156,-70.9799148,"street_address","4 Alger St, Brockton, MA 02302, USA","4 ALGER ST, BROCKTON, MA"
42.0782497,-71.0146311,"street_address","13 Skinner St, Brockton, MA 02302, USA","13 SKINNER ST, BROCKTON, MA"
42.0817173,-70.9865147,"intersection","Crescent St & Quincy St, Brockton, MA 02302, USA","397 QUINCY ST, BROCKTON, MA @ 796 CRESCENT ST, BROCKTON, MA"
42.0867535,-71.0111459,"premise","238 Court St, Brockton, MA 02302, USA","238 COURT ST, BROCKTON, MA"
42.0839974,-71.0248781,"premise","39 Highland St, Brockton, MA 02301, USA","39 HIGHLAND ST, BROCKTON, MA"
42.0974306,-71.0199066,"premise","574 N Main St, Brockton, MA 02301, USA","574 N MAIN ST, BROCKTON, MA"
42.0941409,-71.0379376,"street_address","155 Belair St, Brockton, MA 02301, USA","155 BELAIR ST, BROCKTON, MA"
42.0775041,-71.0349807,"street_address","367 Belmont St, Brockton, MA 02301, USA","367 BELMONT ST, BROCKTON, MA"
42.0937915,-71.0634012,"premise","11 Lovett Ave, Brockton, MA 02301, USA","11 LOVETT AVE, BROCKTON, MA"
42.0930213,-71.04149,"street_address","98 Montauk Rd, Brockton, MA 02301, USA","98 MONTAUK RD, BROCKTON, MA"
42.0928154,-71.019925,"street_address","12 Huntington St, Brockton, MA 02301, USA","12 HUNTINGTON ST, BROCKTON, MA"
42.1035477,-71.0531911,"street_address","512 Chatham W Dr, Brockton, MA 02301, USA","512 CHATHAM WEST DR, BROCKTON, MA"
42.0682135,-71.0190961,"premise","120 Laureston St, Brockton, MA 02301, USA","120 LAURESTON ST, BROCKTON, MA"
42.0995332,-71.0201852,"premise","637 N Main St, Brockton, MA 02301, USA","637 N MAIN ST, BROCKTON, MA"
42.093654,-71.062652,"intersection","Healey Terrace & Lovett Ave, Brockton, MA 02301, USA","1 LOVETT AVE, BROCKTON, MA @ 96 HEALEY TER, BROCKTON, MA"
42.0902792,-70.9888572,"street_address","149 Quincy St, Brockton, MA 02302, USA","149 QUINCY ST, BROCKTON, MA"
42.1003284,-70.9905058,"street_address","15 Anne Marie Dr, Brockton, MA 02302, USA","15 ANNE MARIE DR, BROCKTON, MA"
42.0951304,-71.0177727,"premise","452 N Montello St, Brockton, MA 02301, USA","452 N MONTELLO ST, BROCKTON, MA"
42.0903829,-71.0286684,"intersection","Oakdale St & Lalli Terrace, Brockton, MA 02301, USA","31 LALLI TER, BROCKTON, MA @ 79 OAKDALE ST, BROCKTON, MA"
42.102139,-71.0557938,"establishment","685 Oak St, Brockton, MA 02301, USA","685 MADRID SQ, BROCKTON, MA @ 685 OAK ST, BROCKTON, MA"
42.111452,-71.019797,"intersection","Oscar Ave & Angerer Ave, Brockton, MA 02302, USA","48 ANGERER AVE, BROCKTON, MA @ 73 OSCAR AVE, BROCKTON, MA"
42.0896619,-71.0083766,"premise","75 Parker St, Brockton, MA 02302, USA","75 PARKER ST, BROCKTON, MA"
42.0837139,-70.9993289,"street_address","31 Hill St, Brockton, MA 02302, USA","31B HILL ST, BROCKTON, MA"
42.0908889,-71.0375812,"street_address","3 Colonel Bell Dr, Brockton, MA 02301, USA","3 COLONEL BELL DR, BROCKTON, MA"
42.096685,-70.9818885,"premise","130 Royal Rd, Brockton, MA 02302, USA","130 ROYAL RD, BROCKTON, MA"
42.0778672,-71.0331834,"intersection","Belmont St & Byron Ave, Brockton, MA 02301, USA","320 BELMONT ST, BROCKTON, MA @ 88 BYRON AVE, BROCKTON, MA"
42.0775211,-71.0649004,"street_address","337 Pearl St, Brockton, MA 02301, USA","337 PEARL ST, BROCKTON, MA"
42.0787526,-71.0006751,"premise","44 Perry Ave, Brockton, MA 02302, USA","44 PERRY AVE, BROCKTON, MA"
42.1013078,-71.0126348,"intersection","Sawtell Ave & Melrose St, Brockton, MA 02302, USA","199 MELROSE ST, BROCKTON, MA @ 195 AMES ST, BROCKTON, MA"
42.087542,-71.010865,"street_address","32 N Manchester St, Brockton, MA 02302, USA","32 N MANCHESTER ST, BROCKTON, MA"
NA,NA,NA,NA,"[ROC] 431 SALEM ST, BROCKTON, MA"
42.0933777,-71.0198751,"premise","380 N Main St, Brockton, MA 02301, USA","380 N MAIN ST, BROCKTON, MA"
42.1012016,-71.0300559,"street_address","85 Kennedy Dr, Brockton, MA 02301, USA","85 KENNEDY DR, BROCKTON, MA"
42.1002121,-71.0216328,"premise","14 Vine St, Brockton, MA 02301, USA","14 VINE ST, BROCKTON, MA"
42.0680229,-71.0073981,"premise","15 View Rd, Brockton, MA 02302, USA","15 VIEW RD, BROCKTON, MA"
42.0529598,-71.0119097,"premise","1637 Main St, Brockton, MA 02301, USA","1637 MAIN ST, BROCKTON, MA"
42.080807,-71.004849,"intersection","Wendell Ave & Moulton St, Brockton, MA 02302, USA","20 WENDELL AVE, BROCKTON, MA @ 31 MOULTON ST, BROCKTON, MA"
42.0729484,-70.9998229,"street_address","95 Oakland St, Brockton, MA 02302, USA","95 OAKLAND ST, BROCKTON, MA"
42.085757,-71.0222179,"street_address","81 Pleasant St, Brockton, MA 02301, USA","81 PLEASANT ST, BROCKTON, MA"
42.0802856,-71.0010045,"intersection","Crescent St & Perry Ave, Brockton, MA 02302, USA","1 PERRY AVE, BROCKTON, MA @ 468 CRESCENT ST, BROCKTON, MA"
42.0997411,-70.9833332,"street_address","800 E Ashland St, Brockton, MA 02302, USA","800 E ASHLAND ST, BROCKTON, MA"
42.0696427,-71.0702431,"premise","630 Torrey St, Brockton, MA 02301, USA","630 TORREY ST, BROCKTON, MA"
42.0716251,-71.0275857,"street_address","195 Forest Ave, Brockton, MA 02301, USA","195 FOREST AVE, BROCKTON, MA"
42.1109568,-71.0345061,"street_address","41 Woodland Ave, Brockton, MA 02301, USA","41 WOODLAND AVE, BROCKTON, MA"
42.0556968,-71.0358728,"premise","522 W Chestnut St, Brockton, MA 02301, USA","522 W CHESTNUT ST, BROCKTON, MA"
NA,NA,NA,NA,"430 BELMONT ST, BROCKTON, MA @ 120 KENNELWORTH AVE, BROCKTON, MA"
42.0788429,-71.0022646,"premise","37 Taylor Ave, Brockton, MA 02302, USA","37 TAYLOR AVE, BROCKTON, MA"
42.0675677,-71.0223834,"premise","118 Tribou St, Brockton, MA 02301, USA","118 TRIBOU ST, BROCKTON, MA"
42.0609066,-71.0050667,"premise","659 Summer St, Brockton, MA 02302, USA","659 SUMMER ST, BROCKTON, MA"
42.0795867,-70.9981742,"street_address","16 Leonard St, Brockton, MA 02302, USA","16 LEONARD ST, BROCKTON, MA"
42.0631058,-71.0189479,"premise","73 South St, Brockton, MA 02301, USA","73 SOUTH ST, BROCKTON, MA"
42.1056306,-71.0249426,"street_address","21 Howard St, Brockton, MA 02301, USA","21 HOWARD ST, BROCKTON, MA"
42.0992352,-71.0286351,"street_address","147 Battles Farm Dr, Brockton, MA 02301, USA","147 BATTLES FARM DR, BROCKTON, MA"
42.046645,-71.0173594,"premise","450 Copeland St, Brockton, MA 02301, USA","450 COPELAND ST, BROCKTON, MA"
42.0801504,-71.0283746,"street_address","7 Wall St, Brockton, MA 02301, USA","7 WALL ST, BROCKTON, MA"
42.0641915,-71.017214,"street_address","33 W Chestnut St, Brockton, MA 02301, USA","33 W CHESTNUT ST, BROCKTON, MA"
42.0709309,-71.0166788,"premise","32 Grove St, Brockton, MA 02301, USA","32 GROVE ST, BROCKTON, MA"
42.0770246,-71.0155888,"intersection","Perkins St & Commercial Yard, Brockton, MA 02302, USA","92 LAWRENCE ST, BROCKTON, MA @ 116 PERKINS ST, BROCKTON, MA"
42.0657343,-71.0244339,"premise","94 Hillberg Ave, Brockton, MA 02301, USA","94 HILLBERG AVE, BROCKTON, MA"
42.0718433,-71.0440444,"intersection","Belmont St & Forest Ave, Brockton, MA 02301, USA","599 FOREST AVE, BROCKTON, MA @ 612 BELMONT ST, BROCKTON, MA"
42.081548,-71.0018377,"premise","79 Kingman St, Brockton, MA 02302, USA","79 KINGMAN ST, BROCKTON, MA"
42.0780873,-71.032054,"intersection","Belmont St & Manomet St, Brockton, MA 02301, USA","1 MANOMET ST, BROCKTON, MA @ 321 BELMONT ST, BROCKTON, MA"
42.1054495,-71.0142549,"premise","19 Atlanta St, Brockton, MA 02302, USA","19 ATLANTA ST, BROCKTON, MA"
42.106995,-71.0210045,"intersection","SPARK St & Sylvan St, Brockton, MA 02302, USA","176 SPARK ST, BROCKTON, MA @ 1 SYLVAN ST, BROCKTON, MA"
42.0436876,-71.0151581,"route","Fairway Dr, Brockton, MA 02301, USA","1 FAIRWAY DR, BROCKTON, MA"
42.1000896,-70.9969779,"premise","124 Rosemary St, Brockton, MA 02302, USA","124 ROSEMARY ST, BROCKTON, MA"
42.0856527,-71.0290286,"premise","211 Spring St, Brockton, MA 02301, USA","211 SPRING ST, BROCKTON, MA"
